Embarked_S,FamilySize,Sex_male,Title_Mrs,FareCategory_Medium,Fare,Cabin_G,FareCategory_High,Cabin_T,Cabin_B,Cabin_E,Cabin_F,Cabin_C,Parch,FareCategory_Low,Survived,Title_Miss,SibSp,Title_Mr,Sex_female,Embarked_Q,Age,Embarked_C,Title_Master,Cabin_A,Cabin_Unknown,Pclass,Title_Others,Cabin_D
True,2,False,True,True,9.475,False,False,False,False,False,False,False,0,False,0,False,1,False,True,False,40.0,False,False,False,True,3,False,False
True,2,False,True,True,21.0,False,False,False,False,False,False,False,0,False,0,False,1,False,True,False,27.0,False,False,False,True,2,False,False
False,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,True,False,False,True,3,False,False
False,4,False,False,False,41.5792,False,True,False,False,False,False,False,2,False,1,True,1,False,True,False,3.0,True,False,False,True,2,False,False
False,1,False,False,False,7.8792,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,19.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
False,2,True,False,True,15.5,False,False,False,False,False,False,False,0,False,0,False,1,True,False,True,28.0,False,False,False,True,3,False,False
False,1,False,False,False,7.75,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,28.0,False,False,False,True,3,False,False
False,3,True,False,True,21.6792,False,False,False,False,False,False,False,0,False,0,False,2,True,False,False,28.0,True,False,False,True,3,False,False
True,2,False,True,True,17.8,False,False,False,False,False,False,False,0,False,0,False,1,False,True,False,18.0,False,False,False,True,3,False,False
True,6,True,False,False,39.6875,False,True,False,False,False,False,False,1,False,0,False,4,False,False,False,7.0,False,True,False,True,3,False,False
True,1,True,False,False,7.8,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,21.0,False,False,False,True,3,False,False
False,2,False,True,False,76.7292,False,True,False,False,False,False,False,0,False,1,False,1,False,True,False,49.0,True,False,False,False,1,False,True
True,2,False,True,True,26.0,False,False,False,False,False,False,False,0,False,1,False,1,False,True,False,29.0,False,False,False,True,2,False,False
False,2,True,False,False,61.9792,False,True,False,True,False,False,False,1,False,0,False,0,True,False,False,65.0,True,False,False,False,1,False,False
True,1,True,False,False,35.5,False,True,False,False,False,False,True,0,False,1,False,0,True,False,False,28.0,False,False,False,False,1,False,False
True,1,False,False,True,10.5,False,False,False,False,False,False,False,0,False,1,True,0,False,True,False,21.0,False,False,False,True,2,False,False
False,1,True,False,False,7.2292,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.5,True,False,False,True,3,False,False
True,4,False,False,False,27.75,False,True,False,False,False,False,False,2,False,1,True,1,False,True,False,5.0,False,False,False,True,2,False,False
True,8,True,False,False,46.9,False,True,False,False,False,False,False,2,False,0,False,5,False,False,False,11.0,False,True,False,True,3,False,False
False,1,True,False,False,7.2292,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,22.0,True,False,False,True,3,False,False
True,1,False,False,False,80.0,False,True,False,True,False,False,False,0,False,1,True,0,False,True,False,38.0,False,False,False,False,1,False,False
True,2,True,False,False,83.475,False,True,False,False,False,False,True,0,False,0,False,1,True,False,False,45.0,False,False,False,False,1,False,False
True,6,True,False,False,27.9,False,True,False,False,False,False,False,2,False,0,False,3,False,False,False,4.0,False,True,False,True,3,False,False
False,1,True,False,False,27.7208,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,True,False,False,True,1,False,False
False,3,True,False,True,15.2458,False,False,False,False,False,False,False,1,False,1,False,1,False,False,False,28.0,True,True,False,True,3,False,False
True,1,False,True,True,10.5,False,False,False,False,False,True,False,0,False,1,False,0,False,True,False,29.0,False,False,False,False,2,False,False
True,1,True,False,False,8.1583,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,19.0,False,False,False,True,3,False,False
True,7,False,False,False,7.925,False,False,False,False,False,False,False,2,True,1,True,4,False,True,False,17.0,False,False,False,True,3,False,False
True,3,True,False,False,8.6625,False,False,False,False,False,False,False,0,True,0,False,2,True,False,False,26.0,False,False,False,True,3,False,False
True,1,True,False,True,10.5,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,32.0,False,False,False,True,2,False,False
True,8,False,False,False,46.9,False,True,False,False,False,False,False,2,False,0,True,5,False,True,False,16.0,False,False,False,True,3,False,False
True,1,True,False,False,73.5,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,21.0,False,False,False,True,2,False,False
False,2,True,False,True,14.4542,False,False,False,False,False,False,False,0,False,0,False,1,True,False,False,26.0,True,False,False,True,3,False,False
True,1,True,False,False,56.4958,False,True,False,False,False,False,False,0,False,1,False,0,True,False,False,32.0,False,False,False,True,3,False,False
True,1,True,False,False,7.65,False,False,False,False,False,True,False,0,True,0,False,0,True,False,False,25.0,False,False,False,False,3,False,False
True,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,3,True,False,False,29.0,False,True,False,False,False,False,False,2,False,1,False,0,False,False,False,0.83,False,True,False,True,2,False,False
True,1,False,False,True,12.475,False,False,False,False,False,False,False,0,False,1,True,0,False,True,False,30.0,False,False,False,True,3,False,False
True,1,True,False,True,9.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,22.0,False,False,False,True,3,False,False
True,1,True,False,True,9.5,False,False,False,False,False,False,False,0,False,1,False,0,True,False,False,29.0,False,False,False,True,3,False,False
False,1,False,False,False,7.7875,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,28.0,False,False,False,True,3,False,False
True,1,True,False,False,47.1,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,False,False,False,True,1,False,False
True,1,False,False,True,10.5,False,False,False,False,False,False,False,0,False,1,True,0,False,True,False,17.0,False,False,False,True,2,False,False
True,4,False,True,True,15.85,False,False,False,False,False,False,False,0,False,1,False,3,False,True,False,33.0,False,False,False,True,3,False,False
True,5,True,False,False,34.375,False,True,False,False,False,False,False,3,False,0,False,1,True,False,False,16.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,6,False,False,False,263.0,False,True,False,False,False,False,True,2,False,1,True,3,False,True,False,23.0,False,False,False,False,1,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,24.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,29.0,False,False,False,True,3,False,False
True,1,True,False,False,7.8542,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,20.0,False,False,False,True,3,False,False
True,2,True,False,False,61.175,False,True,False,False,True,False,False,0,False,0,False,1,True,False,False,46.0,False,False,False,False,1,False,False
True,4,True,False,True,20.575,False,False,False,False,False,False,False,2,False,0,False,1,True,False,False,26.0,False,False,False,True,3,False,False
True,1,True,False,False,7.25,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,59.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
False,1,True,False,False,34.6542,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,71.0,True,False,True,False,1,False,False
False,2,True,False,False,63.3583,False,True,False,False,False,False,False,1,False,1,False,0,True,False,False,23.0,True,False,False,False,1,False,True
True,2,False,True,True,23.0,False,False,False,False,False,False,False,1,False,1,False,0,False,True,False,34.0,False,False,False,True,2,False,False
True,2,True,False,True,26.0,False,False,False,False,False,False,False,0,False,0,False,1,True,False,False,34.0,False,False,False,True,2,False,False
True,1,False,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,True,0,False,True,False,28.0,False,False,False,True,3,False,False
True,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,2,True,False,False,77.2875,False,True,False,False,False,False,False,1,False,0,False,0,True,False,False,21.0,False,False,False,False,1,False,True
True,1,True,False,False,8.6542,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,33.0,False,False,False,True,3,False,False
True,3,True,False,False,7.925,False,False,False,False,False,False,False,0,True,0,False,2,True,False,False,37.0,False,False,False,True,3,False,False
True,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,1,False,False,False,7.65,False,False,False,False,False,False,False,0,True,1,True,0,False,True,False,21.0,False,False,False,True,3,False,False
True,1,True,False,False,7.775,False,False,False,False,False,False,False,0,True,1,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,38.0,False,False,False,True,3,False,False
False,2,False,False,True,24.15,False,False,False,False,False,False,False,0,False,1,True,1,False,True,True,28.0,False,False,False,True,3,False,False
True,1,True,False,False,52.0,False,True,False,False,False,False,True,0,False,0,False,0,True,False,False,47.0,False,False,False,False,1,False,False
False,2,False,False,True,14.4542,False,False,False,False,False,False,False,0,False,0,True,1,False,True,False,14.5,True,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,22.0,False,False,False,True,3,False,False
True,2,False,False,True,9.825,False,False,False,False,False,False,False,0,False,0,True,1,False,True,False,20.0,False,False,False,True,3,False,False
False,1,False,False,True,14.4583,False,False,False,False,False,False,False,0,False,0,True,0,False,True,False,17.0,True,False,False,True,3,False,False
True,1,True,False,False,7.925,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,21.0,False,False,False,True,3,False,False
False,1,True,False,False,7.75,False,False,False,False,False,False,False,0,True,0,False,0,True,False,True,70.5,False,False,False,True,3,False,False
True,2,True,False,True,21.0,False,False,False,False,False,False,False,0,False,0,False,1,True,False,False,29.0,False,False,False,True,2,False,False
False,2,True,False,False,247.5208,False,True,False,True,False,False,False,1,False,0,False,0,True,False,False,24.0,True,False,False,False,1,False,False
True,7,False,False,False,31.275,False,True,False,False,False,False,False,2,False,0,True,4,False,True,False,2.0,False,False,False,True,3,False,False
True,3,True,False,False,73.5,False,True,False,False,False,False,False,0,False,0,False,2,True,False,False,21.0,False,False,False,True,2,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
False,2,True,False,False,30.0708,False,True,False,False,False,False,False,0,False,0,False,1,True,False,False,32.5,True,False,False,True,2,False,False
True,1,False,False,True,13.0,False,False,False,False,True,False,False,0,False,1,True,0,False,True,False,32.5,False,False,False,False,2,False,False
True,2,True,False,False,77.2875,False,True,False,False,False,False,False,1,False,0,False,0,True,False,False,54.0,False,False,False,False,1,False,True
False,2,True,False,True,11.2417,False,False,False,False,False,False,False,0,False,1,False,1,False,False,False,12.0,True,True,False,True,3,False,False
False,1,True,False,False,7.75,False,False,False,False,False,False,False,0,True,0,False,0,True,False,True,28.0,False,False,False,True,3,False,False
True,1,True,False,False,7.1417,False,False,False,False,False,False,False,0,True,1,False,0,True,False,False,24.0,False,False,False,True,3,False,False
False,3,False,False,True,22.3583,False,False,False,False,False,True,False,1,False,1,True,1,False,True,False,28.0,True,False,False,False,3,False,False
True,1,True,False,False,6.975,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,45.0,False,False,False,True,3,False,False
False,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,33.0,True,False,False,True,3,False,False
True,1,True,False,False,7.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,20.0,False,False,False,True,3,False,False
True,2,False,True,True,14.5,False,False,False,False,False,False,False,0,False,0,False,1,False,True,False,47.0,False,False,False,True,3,False,False
True,2,False,True,True,26.0,False,False,False,False,False,False,False,0,False,1,False,1,False,True,False,29.0,False,False,False,True,2,False,False
True,1,True,False,True,13.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,25.0,False,False,False,True,2,False,False
False,1,True,False,True,15.0458,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,23.0,True,False,False,True,2,False,False
True,3,False,False,False,26.2833,False,True,False,False,False,False,False,2,False,1,True,0,False,True,False,19.0,False,False,False,False,1,False,True
True,2,True,False,False,53.1,False,True,False,False,False,False,True,0,False,0,False,1,True,False,False,37.0,False,False,False,False,1,False,False
True,1,True,False,True,9.2167,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,16.0,False,False,False,True,3,False,False
False,1,True,False,False,79.2,False,True,False,True,False,False,False,0,False,0,False,0,True,False,False,24.0,True,False,False,False,1,False,False
False,3,False,True,True,15.2458,False,False,False,False,False,False,False,2,False,0,False,0,False,True,False,28.0,True,False,False,True,3,False,False
True,1,False,False,False,7.75,False,False,False,False,False,False,False,0,True,1,True,0,False,True,False,22.0,False,False,False,True,3,False,False
True,2,False,True,True,15.85,False,False,False,False,False,False,False,0,False,1,False,1,False,True,False,24.0,False,False,False,True,3,False,False
False,1,True,False,False,6.75,False,False,False,False,False,False,False,0,True,0,False,0,True,False,True,19.0,False,False,False,True,3,False,False
True,1,True,False,True,11.5,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,18.0,False,False,False,True,2,False,False
True,3,True,False,False,36.75,False,True,False,False,False,False,False,1,False,0,False,1,True,False,False,19.0,False,False,False,True,2,False,False
True,1,True,False,False,7.7958,False,False,False,False,False,False,False,0,True,1,False,0,True,False,False,27.0,False,False,False,True,3,False,False
True,5,False,False,False,34.375,False,True,False,False,False,False,False,2,False,0,True,2,False,True,False,9.0,False,False,False,True,3,False,False
True,3,True,False,True,26.0,False,False,False,False,False,True,False,2,False,0,False,0,True,False,False,36.5,False,False,False,False,2,False,False
True,1,True,False,True,13.0,False,False,False,False,False,False,False,0,False,0,False,0,False,False,False,42.0,False,False,False,True,2,True,False
True,1,True,False,True,12.525,False,False,False,False,False,False,False,0,False,0,False,0,False,False,False,51.0,False,False,False,True,2,True,False
True,2,False,True,False,66.6,False,True,False,False,False,False,True,0,False,1,False,1,False,True,False,22.0,False,False,False,False,1,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,55.5,False,False,False,True,3,False,False
True,3,True,False,True,14.5,False,False,False,False,False,False,False,2,False,0,False,0,True,False,False,40.5,False,False,False,True,3,False,False
True,1,True,False,False,7.3125,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
False,2,True,False,False,61.3792,False,True,False,False,False,False,False,1,False,0,False,0,True,False,False,51.0,True,False,False,True,1,False,False
False,1,False,False,False,7.7333,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,16.0,False,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,30.0,False,False,False,True,3,False,False
True,1,True,False,False,8.6625,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,11,True,False,False,69.55,False,True,False,False,False,False,False,2,False,0,False,8,False,False,False,28.0,False,True,False,True,3,False,False
True,2,True,False,True,16.1,False,False,False,False,False,False,False,1,False,0,False,0,True,False,False,44.0,False,False,False,True,3,False,False
True,1,False,True,True,15.75,False,False,False,False,False,False,False,0,False,1,False,0,False,True,False,40.0,False,False,False,True,2,False,False
True,1,True,False,False,7.775,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,26.0,False,False,False,True,3,False,False
True,1,True,False,False,8.6625,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,17.0,False,False,False,True,3,False,False
True,6,True,False,False,39.6875,False,True,False,False,False,False,False,1,False,0,False,4,False,False,False,1.0,False,True,False,True,3,False,False
True,3,True,False,True,20.525,False,False,False,False,False,False,False,2,False,1,False,0,False,False,False,9.0,False,True,False,True,3,False,False
True,2,False,True,False,55.0,False,True,False,False,True,False,False,1,False,1,False,0,False,True,False,28.0,False,False,False,False,1,False,False
True,6,False,True,False,27.9,False,True,False,False,False,False,False,4,False,0,False,1,False,True,False,45.0,False,False,False,True,3,False,False
True,1,True,False,True,25.925,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,False,False,False,True,1,False,False
True,1,True,False,False,56.4958,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,1,True,False,False,33.5,False,True,False,True,False,False,False,0,False,0,False,0,True,False,False,61.0,False,False,False,False,1,False,False
False,6,True,False,False,29.125,False,True,False,False,False,False,False,1,False,0,False,4,False,False,True,4.0,False,True,False,True,3,False,False
True,3,False,False,True,11.1333,False,False,False,False,False,False,False,1,False,1,True,1,False,True,False,1.0,False,False,False,True,3,False,False
True,1,True,False,False,7.925,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,21.0,False,False,False,True,3,False,False
False,1,True,False,False,30.6958,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,56.0,True,False,True,False,1,False,False
True,3,True,False,False,7.8542,False,False,False,False,False,False,False,1,True,0,False,1,True,False,False,18.0,False,False,False,True,3,False,False
True,5,True,False,True,25.4667,False,False,False,False,False,False,False,1,False,0,False,3,False,False,False,28.0,False,True,False,True,3,False,False
False,1,False,False,False,28.7125,False,True,False,False,False,False,True,0,False,0,True,0,False,True,False,50.0,True,False,False,False,1,False,False
True,1,True,False,True,13.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,30.0,False,False,False,True,2,False,False
True,1,True,False,False,0.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,36.0,False,False,False,True,3,False,False
True,11,False,False,False,69.55,False,True,False,False,False,False,False,2,False,0,True,8,False,True,False,28.0,False,False,False,True,3,False,False
False,1,True,False,True,15.05,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,True,False,False,True,2,False,False
True,7,True,False,False,31.3875,False,True,False,False,False,False,False,2,False,0,False,4,False,False,False,9.0,False,True,False,True,3,False,False
True,4,True,False,False,39.0,False,True,False,False,False,True,False,1,False,1,False,2,False,False,False,1.0,False,True,False,False,2,False,False
True,3,False,False,True,22.025,False,False,False,False,False,False,False,2,False,1,True,0,False,True,False,4.0,False,False,False,True,3,False,False
True,1,True,False,False,50.0,False,True,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,False,False,True,False,1,False,False
False,2,False,True,True,15.5,False,False,False,False,False,False,False,0,False,1,False,1,False,True,True,28.0,False,False,False,True,3,False,False
True,1,True,False,False,26.55,False,True,False,False,False,False,False,0,False,1,False,0,True,False,False,45.0,False,False,False,True,1,False,False
False,3,True,False,True,15.5,False,False,False,False,False,False,False,1,False,0,False,1,True,False,True,40.0,False,False,False,True,3,False,False
True,1,True,False,False,7.8958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,36.0,False,False,False,True,3,False,False
True,1,False,True,True,13.0,False,False,False,False,False,False,False,0,False,1,False,0,False,True,False,32.0,False,False,False,True,2,False,False
True,1,True,False,True,13.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,19.0,False,False,False,True,2,False,False
True,2,False,False,False,7.8542,False,False,False,False,False,False,False,0,True,1,True,1,False,True,False,19.0,False,False,False,True,3,False,False
True,3,True,False,True,26.0,False,False,False,False,False,True,False,1,False,1,False,1,False,False,False,3.0,False,True,False,False,2,False,False
False,1,False,True,False,27.7208,False,True,False,True,False,False,False,0,False,1,False,0,False,True,False,44.0,True,False,False,False,1,False,False
False,1,False,False,False,146.5208,False,True,False,True,False,False,False,0,False,1,True,0,False,True,False,58.0,True,False,False,False,1,False,False
False,1,True,False,False,7.75,False,False,False,False,False,False,False,0,True,0,False,0,True,False,True,28.0,False,False,False,True,3,False,False
True,2,True,False,False,8.4042,False,False,False,False,False,False,False,1,True,0,False,0,True,False,False,42.0,False,False,False,True,3,False,False
False,1,False,False,False,7.75,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,28.0,False,False,False,True,3,False,False
True,1,False,False,True,13.0,False,False,False,False,False,False,False,0,False,0,True,0,False,True,False,24.0,False,False,False,True,2,False,False
True,1,True,False,True,9.5,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,28.0,False,False,False,True,3,False,False
True,11,True,False,False,69.55,False,True,False,False,False,False,False,2,False,0,False,8,True,False,False,28.0,False,False,False,True,3,False,False
True,1,True,False,False,6.4958,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,34.0,False,False,False,True,3,False,False
False,1,True,False,False,7.225,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,45.5,True,False,False,True,3,False,False
True,1,True,False,False,8.05,False,False,False,False,False,False,False,0,True,1,False,0,True,False,False,18.0,False,False,False,True,3,False,False
True,2,False,False,True,10.4625,True,False,False,False,False,False,False,1,False,0,True,0,False,True,False,2.0,False,False,False,False,3,False,False
True,2,True,False,True,15.85,False,False,False,False,False,False,False,0,False,0,False,1,True,False,False,32.0,False,False,False,True,3,False,False
False,1,True,False,True,18.7875,False,False,False,False,False,False,False,0,False,1,False,0,True,False,False,26.0,True,False,False,True,3,False,False
False,1,False,False,False,7.75,False,False,False,False,False,False,False,0,True,1,True,0,False,True,True,16.0,False,False,False,True,3,False,False
False,1,True,False,False,31.0,False,True,False,False,False,False,False,0,False,1,False,0,True,False,False,40.0,True,False,True,False,1,False,False
True,1,True,False,False,7.05,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,24.0,False,False,False,True,3,False,False
True,1,False,False,True,21.0,False,False,False,False,False,False,False,0,False,1,True,0,False,True,False,35.0,False,False,False,True,2,False,False
True,1,True,False,False,7.25,False,False,False,False,False,False,False,0,True,0,False,0,True,False,False,22.0,False,False,False,True,3,False,False
True,1,True,False,True,13.0,False,False,False,False,False,False,False,0,False,0,False,0,True,False,False,30.0,False,False,False,True,2,False,False
False,2,True,False,False,7.75,False,False,False,False,False,False,False,0,True,0,False,1,True,False,True,28.0,False,False,False,True,3,False,False
False,2,False,False,False,113.275,False,True,False,False,False,False,False,0,False,1,True,1,False,True,False,31.0,True,False,False,False,1,False,True
True,1,False,False,False,7.925,False,False,False,False,False,False,False,0,True,1,True,0,False,True,False,27.0,False,False,False,True,3,False,False
True,2,True,False,False,27.0,False,True,False,False,False,False,False,0,False,0,False,1,True,False,False,42.0,False,False,False,True,2,False,False
